Name,Website,Specialty,Address,Suburb,Postcode,State
Warrnambool Orthopaedics,https://www.warrnamboolorthopaedics.com,Orthopaedic service,299 Koroit Street,WARRNAMBOOL,3280,VIC
Southwest Orthopaedics - Warrnambool,www.southwestortho.com.au,Orthopaedic service,299 Koroit Street,WARRNAMBOOL,3280,VIC
Eye Surgeons Bendigo,http://www.eyebendigo.com.au/,Ophthalmology,Floor 1 Suite 1,GOLDEN SQUARE,3555,VIC
Bendigo Eye Clinic,https://www.bendigoeyeclinic.com/,Ophthalmology,144-148 Arnold Street,NORTH BENDIGO,3550,VIC
Ballarat Eye Clinic,https://ballarateyeclinic.com.au/,Ophthalmology,8 Drummond Street NORTH,BALLARAT CENTRAL,3350,VIC
Penry Routson Optometrist - Warrnambool,https://www.penryroutson.com.au/,Ophthalmology,193 Lava Street,WARRNAMBOOL,3280,VIC
South West Eye Surgery,https://www.drvincentlee.com.au/home.html,Ophthalmology,174 Koroit Street,WARRNAMBOOL,3280,VIC
Dr Peter John Meagher,https://www.sheppartonprivate.com.au/Our-Doctors/Specialists/shepparton-private-hospital/ophthalmology/101110/dr-peter-meagher,Ophthalmology,132 Nixon Street,SHEPPARTON,3630,VIC
Victorian Cardiac Care,http://balascardiology.com.au/,Cardiology,46 Drought Street,BENDIGO,3550,VIC
Hargreaves St Medical Practice,https://hargreavestmedical.com.au/,Cardiology,454 Hargreaves Street,BENDIGO,3550,VIC
Ballarat Heart Centre,http://ballaratheartcentre.com.au/,Cardiology,509 Mair Street,BALLARAT CENTRAL,3350,VIC
Heathcote Health,www.heathcotehealth.org.au,Cardiology,39 Hospital Street,HEATHCOTE,3523,VIC
Campaspe Family Practice,https://www.campaspefp.com.au,Cardiology,7-25 Caroline Chisholm Drive,KYNETON,3444,VIC
High St Xray,www.highstxray.com.au,Radiology service,149 151 High Street,BENDIGO,3550,VIC
One Radiology,https://www.oneradiology.com.au,Radiology service,408 MAROONDAH HIGHWAY,HEALESVILLE,3777,VIC
Dr Vinny Mamo - Orthopaedic Surgeon,https://hipkneewagga.com.au/,Orthopaedic service,30 Docker Street,WAGGA WAGGA,2650,NSW
Brentwood Orthopaedics,www.brentwoodortho.com.au,Orthopaedic service,28 Docker Street,WAGGA WAGGA,2650,NSW
Riverina Orthopaedics,https://riverinaorthopaedics.com.au,Orthopaedic service,9 Gormly Avenue,WAGGA WAGGA,2650,NSW
Nautilus Orthopaedics,https://www.nautilusorthopaedics.com.au/darwin/,Orthopaedic service,Royal Darwin Private Hospital,TIWI,0810,NT
NT Cardiac,https://www.ntcardiac.com.au,Cardiology,105 ROCKLANDS DRIVE,TIWI,0810,NT
Katherine Diagnostic Imaging,kdiholdings.com.au,Radiology service,"Main Building, Katherine District Hospital",KATHERINE,0850,NT
Lauderdale Medical Centre,https://lauderdalemc.com.au/,Pathology,444 South Arm Road,LAUDERDALE,7021,TAS
HOBART HEART CENTRE,https://www.hhc.com.au/,Cardiology,Hobart Private Hospital,HOBART,7000,TAS
Dr Brian Herman - Cardiologist,https://tascardiaccare.com.au/,Cardiology,12 Penquite Road,NEWSTEAD,7250,TAS
Dr George Koshy Private Specialist,https://princes-square-cardiology.com.au/,Cardiology,Prince's Square Cardiology,LAUNCESTON,7250,TAS
Precision Eye Clinic,precisioneyeclinic.com.au,Ophthalmology,80 Queen Street,SANDY BAY,7005,TAS
Radiology Tasmania - Glenorchy,http://www.radiologytasmania.com.au/,Radiology service,Glenorchy Plaza,GLENORCHY,7010,TAS
IMPACT Radiology,https://impactrad.au/,Radiology service,7 Shamrock Street,SOUTH LAUNCESTON,7249,TAS
Petterwood Orthopaedics,http://petterwoodorthopaedics.com,Orthopaedic service,Calvary Hospital,LENAH VALLEY,7008,TAS
Dr Scott Mackie - Orthopaedic Surgeon,http://www.mackie.net.au,Orthopaedic service,Calvary Medical Centre,LENAH VALLEY,7008,TAS
Mr Richard Jamieson Private Specialist,https://www.richardjamieson.com.au/,Orthopaedic service,Calvary Hospital Campus,LENAH VALLEY,7008,TAS
Watson Orphopaedics,https://watsonorthopaedics.com/,Orthopaedic service,71 Federal Street,NORTH HOBART,7000,TAS
Mr Paul Einoder - Orthopaedic surgery,https://hobartortho.com.au/,Orthopaedic service,Suite 7,HOBART,7000,TAS
Mr Greg Harvey - Orthopaedic Surgeon,https://www.gregharveyorthopaedics.com.au/,Orthopaedic service,Macquarie Street,HOBART,7000,TAS
Mr Miles Callahan - Orthopaedic surgery,https://milescallahan.com.au/,Orthopaedic service,St Johns Hospital,SOUTH HOBART,7004,TAS
Pritchard Orthopaedics,https://www.pritchardorthopaedics.com.au/about-us,Orthopaedic service,"Wellington Grange, St John's Hospital Campus,",SOUTH HOBART,7004,TAS
Tamar Valley Orthopaedics,www.myorthopod.com.au,Orthopaedic service,77 Elphin Road,NEWSTEAD,7250,TAS
